Date,Open,High,Low,Close,Adj Close,Volume
2017-07-18,245.059998,245.720001,244.669998,245.660004,229.190079,42742500
2017-07-19,246.020004,247.000000,246.009995,246.990005,230.430908,51034300
2017-07-20,247.279999,247.419998,246.470001,247.100006,230.533539,47135200
2017-07-21,246.440002,246.910004,246.179993,246.880005,230.328293,82340800
2017-07-24,246.789993,246.979996,246.279999,246.820007,230.272293,46622300
2017-07-25,247.679993,247.800003,247.160004,247.419998,230.832062,54915600
2017-07-26,247.750000,247.789993,247.130005,247.429993,230.841415,47575400
2017-07-27,247.960007,248.000000,245.679993,247.199997,230.626785,70766600
2017-07-28,246.649994,247.059998,246.130005,246.910004,230.356293,50088400
2017-07-31,247.369995,247.479996,246.529999,246.770004,230.225662,65838700
2017-08-01,247.460007,247.500000,246.720001,247.320007,230.738785,55050400
2017-08-02,247.470001,247.600006,246.369995,247.440002,230.850769,47211200
2017-08-03,247.309998,247.339996,246.639999,246.960007,230.402954,40856000
2017-08-04,247.520004,247.789993,246.970001,247.410004,230.822754,60191800
2017-08-07,247.490005,247.869995,247.369995,247.869995,231.251907,31995000
2017-08-08,247.509995,248.910004,246.830002,247.259995,230.682800,61719400
2017-08-09,246.470001,247.309998,246.059998,247.250000,230.673447,62632600
2017-08-10,246.289993,246.440002,243.699997,243.759995,227.417450,120479500
2017-08-11,244.020004,244.800003,243.750000,244.119995,227.753311,74869900
2017-08-14,245.589996,246.789993,245.550003,246.539993,230.011017,73291900
2017-08-15,246.979996,247.000000,246.160004,246.509995,229.983078,55242700
2017-08-16,247.110001,247.570007,246.449997,246.940002,230.384232,56715500
2017-08-17,246.240005,246.600006,243.089996,243.089996,226.792358,128490400
2017-08-18,242.899994,244.190002,242.199997,242.710007,226.437866,136748000
2017-08-21,242.639999,243.199997,241.830002,242.899994,226.615112,65469700
2017-08-22,243.570007,245.619995,243.550003,245.440002,228.984818,63140100
2017-08-23,244.330002,245.050003,244.160004,244.559998,228.163818,50203800
2017-08-24,245.000000,245.179993,243.750000,243.990005,227.632050,50741700
2017-08-25,244.899994,245.610001,244.389999,244.559998,228.163818,64445900
2017-08-28,245.169998,245.199997,244.089996,244.570007,228.173172,40565600
2017-08-29,243.059998,245.149994,242.929993,244.850006,228.434372,51135700
2017-08-30,244.830002,246.320007,244.619995,246.009995,229.516602,62030800
2017-08-31,246.720001,247.770004,246.050003,247.490005,230.897400,103803900
2017-09-01,247.919998,248.330002,247.669998,247.839996,231.223953,62007000
2017-09-05,247.259995,247.520004,244.949997,246.059998,229.563278,91398800
2017-09-06,246.839996,247.279999,246.229996,246.899994,230.346924,57916900
2017-09-07,247.250000,247.270004,246.399994,246.869995,230.318939,58034700
2017-09-08,246.539993,247.110001,246.300003,246.580002,230.048355,63832800
2017-09-11,248.039993,249.300003,248.020004,249.210007,232.502060,71364800
2017-09-12,249.630005,250.089996,249.419998,250.050003,233.285782,56896000
2017-09-13,249.720001,250.210007,249.589996,250.169998,233.397690,59228000
2017-09-14,249.800003,250.320007,249.600006,250.089996,233.323090,95446300
2017-09-15,248.690002,249.289993,248.570007,249.190002,233.637161,95432400
2017-09-18,249.610001,250.119995,249.279999,249.720001,234.134109,46235200
2017-09-19,250.000000,250.070007,249.600006,249.970001,234.368469,47108100
2017-09-20,250.070007,250.190002,248.919998,250.059998,234.452850,59574100
2017-09-21,249.880005,249.979996,249.190002,249.389999,233.824692,48211400
2017-09-22,249.050003,249.630005,249.020004,249.440002,233.871567,51214000
2017-09-25,249.149994,249.550003,248.080002,248.929993,233.393387,57064400
2017-09-26,249.419998,249.699997,248.809998,249.080002,233.534027,54082000
2017-09-27,249.880005,250.490005,248.869995,250.050003,234.443497,81001400
2017-09-28,249.729996,250.440002,249.630005,250.350006,234.724777,44778800
2017-09-29,250.339996,251.320007,250.130005,251.229996,235.549866,85578000
2017-10-02,251.490005,252.320007,251.289993,252.320007,236.571808,59023000
2017-10-03,252.320007,252.889999,252.229996,252.860001,237.078110,66810200
2017-10-04,252.690002,253.440002,252.559998,253.160004,237.359406,55953600
2017-10-05,253.539993,254.679993,253.199997,254.660004,238.765778,63522800
2017-10-06,254.149994,254.699997,253.850006,254.369995,238.493866,80646000
2017-10-09,254.630005,254.699997,253.649994,253.949997,238.100067,35803100
2017-10-10,254.600006,255.050003,253.979996,254.619995,238.728271,43057400
2017-10-11,254.509995,255.020004,254.320007,255.020004,239.103317,47674300
2017-10-12,254.660004,255.059998,254.369995,254.639999,238.747025,47065100
2017-10-13,255.139999,255.270004,254.639999,254.949997,239.037674,54800400
2017-10-16,255.210007,255.509995,254.820007,255.289993,239.356461,38221700
2017-10-17,255.229996,255.520004,254.979996,255.470001,239.525223,31561000
2017-10-18,255.899994,255.949997,255.500000,255.720001,239.759613,40888300
2017-10-19,254.830002,255.830002,254.350006,255.789993,239.825241,61903800
2017-10-20,256.700012,257.140015,255.770004,257.109985,241.062866,89176400
2017-10-23,257.480011,257.510010,256.019989,256.109985,240.125244,63915300
2017-10-24,256.600006,256.829987,256.149994,256.559998,240.547165,66935900
2017-10-25,256.179993,256.309998,254.000000,255.289993,239.356461,103715300
2017-10-26,255.990005,256.299988,255.479996,255.619995,239.665848,69798000
2017-10-27,256.470001,257.890015,255.630005,257.709991,241.625397,85562500
2017-10-30,256.470001,257.600006,256.410004,256.750000,240.725357,54285700
2017-10-31,257.179993,257.440002,256.809998,257.149994,241.100327,60304800
2017-11-01,258.040009,258.429993,257.070007,257.489990,241.419128,54202700
2017-11-02,257.410004,257.750000,256.190002,257.589996,241.512909,56449500
2017-11-03,257.769989,258.500000,257.299988,258.450012,242.319229,59589700
2017-11-06,258.299988,259.000000,258.220001,258.850006,242.694260,49652600
2017-11-07,258.970001,259.350006,258.089996,258.670013,242.525497,57502200
2017-11-08,258.470001,259.220001,258.149994,259.109985,242.938004,50469600
2017-11-09,257.730011,258.390015,256.359985,258.170013,242.056717,95085500
2017-11-10,257.730011,258.290009,257.369995,258.089996,241.981644,59984700
2017-11-13,257.309998,258.589996,257.269989,258.329987,242.206711,50228600
2017-11-14,257.410004,257.850006,256.519989,257.730011,241.644165,61315200
2017-11-15,256.619995,257.220001,255.630005,256.440002,240.434677,80811500
2017-11-16,257.519989,259.040009,257.470001,258.619995,242.478592,67777000
2017-11-17,258.220001,258.589996,257.769989,257.859985,241.766022,75756800
2017-11-20,258.140015,258.519989,257.859985,258.299988,242.178558,48075500
2017-11-21,259.179993,260.200012,258.260010,259.989990,243.763062,69176800
2017-11-22,260.000000,260.149994,259.570007,259.760010,243.547470,45033400
2017-11-24,260.320007,260.480011,260.160004,260.359985,244.109970,27856500
2017-11-27,260.410004,260.750000,260.000000,260.230011,243.988129,52274900
2017-11-28,260.760010,262.899994,260.649994,262.869995,246.463333,98971700
2017-11-29,263.019989,263.630005,262.200012,262.709991,246.313324,77512100
2017-11-30,263.760010,266.049988,263.670013,265.010010,248.469803,127894400
2017-12-01,264.760010,265.309998,260.760010,264.459991,247.954117,164390900
2017-12-04,266.309998,266.799988,264.079987,264.140015,247.654083,94040600
2017-12-05,263.190002,265.149994,263.040009,263.190002,246.763382,77994500
2017-12-06,263.299988,263.730011,262.709991,263.239990,246.810257,75898600
2017-12-07,264.070007,264.429993,262.940002,264.070007,247.588455,77218600
2017-12-08,265.160004,265.519989,264.029999,265.510010,248.938614,76563900
2017-12-11,266.309998,266.380005,265.480011,266.309998,249.688629,83077500
2017-12-12,267.209991,267.320007,266.350006,266.779999,250.129272,85195800
2017-12-13,267.059998,267.559998,266.649994,266.750000,250.101181,102905400
2017-12-14,267.089996,267.220001,265.600006,265.660004,249.079208,100666700
2017-12-15,265.450012,267.040009,265.390015,266.510010,251.153397,144610300
2017-12-18,268.100006,268.600006,267.980011,268.200012,252.746033,83653600
2017-12-19,268.480011,268.529999,267.089996,267.170013,251.775375,82382900
2017-12-20,268.269989,268.329987,266.690002,267.029999,251.643448,76751500
2017-12-21,267.739990,268.390015,267.299988,267.579987,252.161758,67032300
2017-12-22,267.600006,267.640015,266.899994,267.510010,252.095810,78720900
2017-12-26,267.049988,267.440002,266.890015,267.190002,251.794220,45244400
2017-12-27,267.380005,267.730011,267.010010,267.320007,251.916733,57751000
2017-12-28,267.890015,267.920013,267.450012,267.869995,252.435043,45116100
2017-12-29,268.529999,268.549988,266.640015,266.859985,251.483246,96007400
